source,target,Char 1 Name,Char 2 Name,startPage,type,weight
902,1756,Lady Lucas,Mr. Gardiner,140,Undirected,1
1718,1750,Mr. Philips,Mr. Wickham,140,Undirected,1
28,1756,Officers (at Meryton),Mr. Gardiner,140,Undirected,1
904,1716,Jane Bennet,Young Lucas,140,Undirected,1
1713,1717,Miss Bingley,Mrs. Philips,140,Undirected,1
897,902,Mrs. Bennet,Lady Lucas,140,Undirected,1
1718,29,Mr. Philips,Mr. Darcy's father,140,Undirected,1
897,1750,Mrs. Bennet,Mr. Wickham,140,Undirected,1
1715,1717,Charlotte Lucas,Mrs. Philips,140,Undirected,1
897,29,Mrs. Bennet,Mr. Darcy's father,140,Undirected,1
903,1756,Elizabeth Bennet,Mr. Gardiner,140,Undirected,1
