,Char 2 ID,Char 1 ID,id_cont,Title <br />(100 chars),Level <br />(choose),Start Page_cont,End Page_cont,Narrator <br />(choose),Protagonist <br />(choose),Embed. Type <br />(choose),id_rel,Type of Relationship <br />(choose),Character 1 <br />(choose),Character 2 <br />(choose),Is Reciprocal? <br />(choose),Narrative Container <br />(choose),Start Page_rel,End Page_rel,index
106,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],442,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,23,23,
106,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],442,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,24,24,
107,19.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],450,Knows,Evelina Harp,Geraldine Milk,1,A Little Nip,22,22,
107,19.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],450,Knows,Evelina Harp,Geraldine Milk,1,A Little Nip,23,23,
108,102.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],451,Knows,Evelina Harp,Old Retired Priest,0,A Little Nip,22,22,
108,102.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],451,Knows,Evelina Harp,Old Retired Priest,0,A Little Nip,23,23,
109,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],452,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,23,23,
109,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],452,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,24,24,
109,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],452,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,25,25,
109,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],452,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,26,26,
109,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],452,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,27,27,
109,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],452,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,28,28,
110,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],453,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,23,23,
111,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],460,Knows,Evelina Harp,Joseph Harp,1,A Little Nip,24,24,
112,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],468,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,25,25,
112,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],468,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,26,26,
112,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],468,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,27,27,
112,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],468,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,28,28,
112,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],468,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,29,29,
112,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],468,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,30,30,
113,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],469,Exchange,Evelina Harp,Clemence Harp,1,A Little Nip,26,26,
114,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],477,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,27,27,
115,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],482,Knows,Evelina Harp,Edward Harp,1,A Little Nip,28,28,
115,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],482,Knows,Evelina Harp,Edward Harp,1,A Little Nip,29,29,
116,19.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],483,Knows,Evelina Harp,Geraldine Milk,1,A Little Nip,28,28,
116,19.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],483,Knows,Evelina Harp,Geraldine Milk,1,A Little Nip,29,29,
117,105.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],485,Knows,Evelina Harp,Evelina and Joseph's Friends,1,A Little Nip,28,28,
118,106.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],487,Knows,Evelina Harp,Peace Cousins,1,A Little Nip,28,28,
119,31.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],489,Knows,Evelina Harp,Corwin Peace,1,A Little Nip,28,28,
120,107.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],491,Knows,Evelina Harp,Other Cousins (Evelina and Joseph's),1,A Little Nip,28,28,
121,108.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],493,Knows,Evelina Harp,Evelina's Girlfirends,1,A Little Nip,28,28,
122,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],494,Exchange,Evelina Harp,Clemence Harp,1,A Little Nip,28,28,
123,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],497,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,29,29,
123,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],497,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,30,30,
123,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],497,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,31,31,
124,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],498,Exchange,Evelina Harp,Edward Harp,1,A Little Nip,30,30,
124,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],498,Exchange,Evelina Harp,Edward Harp,1,A Little Nip,31,31,
125,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],500,Exchange,Evelina Harp,Shamengwa Milk,1,A Little Nip,30,30,
126,94.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],502,Knows of,Evelina Harp,Louis Riel,0,A Little Nip,30,30,
127,109.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],505,Knows of,Evelina Harp,Gabriel Dumont,0,A Little Nip,30,30,
128,110.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],511,Knows,Evelina Harp,"""Mixed-bloods""",1,A Little Nip,30,30,
129,111.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],512,Knows,Evelina Harp,"""Indians""",1,A Little Nip,30,30,
130,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],518,Exchange,Evelina Harp,Clemence Harp,1,A Little Nip,31,31,
130,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],518,Exchange,Evelina Harp,Clemence Harp,1,A Little Nip,32,32,
131,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],521,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,31,31,
131,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],521,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,32,32,
131,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],521,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,33,33,
131,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],521,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,34,34,
132,60.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],524,Knows of,Evelina Harp,God,0,A Little Nip,31,31,
132,60.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],524,Knows of,Evelina Harp,God,0,A Little Nip,32,32,
132,60.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],524,Knows of,Evelina Harp,God,0,A Little Nip,33,33,
133,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],525,Knows,Evelina Harp,Joseph Harp,1,A Little Nip,31,31,
134,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],529,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,32,32,
135,19.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],532,Exchange,Evelina Harp,Geraldine Milk,1,A Little Nip,32,32,
136,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],536,Knows,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,32,32,
136,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],536,Knows,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,33,33,
136,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],536,Knows,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,34,34,
136,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],536,Knows,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,35,35,
136,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],536,Knows,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,36,36,
137,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],537,Knows,Evelina Harp,Shamengwa Milk,1,A Little Nip,32,32,
137,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],537,Knows,Evelina Harp,Shamengwa Milk,1,A Little Nip,33,33,
137,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],537,Knows,Evelina Harp,Shamengwa Milk,1,A Little Nip,34,34,
138,94.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],542,Knows of,Evelina Harp,Louis Riel,0,A Little Nip,33,33,
138,94.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],542,Knows of,Evelina Harp,Louis Riel,0,A Little Nip,34,34,
139,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],545,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,33,33,
139,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],545,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,34,34,
139,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],545,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,35,35,
139,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],545,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,36,36,
139,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],545,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,37,37,
140,27.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],549,Knows,Evelina Harp,Neve Harp,1,A Little Nip,34,34,
140,27.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],549,Knows,Evelina Harp,Neve Harp,1,A Little Nip,35,35,
140,27.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],549,Knows,Evelina Harp,Neve Harp,1,A Little Nip,36,36,
141,130.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],689,Knows of,Evelina Harp,Neve Harp's potential Stepchildren,0,A Little Nip,35,35,
142,129.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],690,Knows of,Evelina Harp,Neve Harp's potential third Husband,0,A Little Nip,35,35,
143,128.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],691,Knows of,Evelina Harp,Neve Harp's second Husband,0,A Little Nip,35,35,
144,26.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],692,Knows of,Evelina Harp,John Wildestrand,0,A Little Nip,35,35,
145,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],693,Knows,Evelina Harp,Joseph Harp,1,A Little Nip,35,35,
145,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],693,Knows,Evelina Harp,Joseph Harp,1,A Little Nip,36,36,
146,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],696,Knows,Evelina Harp,Edward Harp,1,A Little Nip,35,35,
146,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],696,Knows,Evelina Harp,Edward Harp,1,A Little Nip,36,36,
147,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],706,Knows,Evelina Harp,Shamengwa Milk,1,A Little Nip,36,36,
148,19.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],710,Knows,Evelina Harp,Geraldine Milk,1,A Little Nip,36,36,
149,132.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],711,Knows of,Evelina Harp,Shamengwa's Wife,0,A Little Nip,36,36,
150,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],713,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,36,36,
150,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],713,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,37,37,
150,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],713,Knows,Evelina Harp,Father Cassidy,1,A Little Nip,38,38,
151,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],718,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,37,37,
151,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],718,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,38,38,
151,17.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],718,Exchange,Evelina Harp,Joseph Harp,1,A Little Nip,39,39,
152,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],724,Exchange,Evelina Harp,Shamengwa Milk,1,A Little Nip,37,37,
152,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],724,Exchange,Evelina Harp,Shamengwa Milk,1,A Little Nip,38,38,
152,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],724,Exchange,Evelina Harp,Shamengwa Milk,1,A Little Nip,39,39,
152,61.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],724,Exchange,Evelina Harp,Shamengwa Milk,1,A Little Nip,40,40,
153,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],726,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,37,37,
153,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],726,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,38,38,
153,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],726,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,39,39,
153,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],726,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,40,40,
153,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],726,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,41,41,
153,15.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],726,Exchange,Evelina Harp,Seraph Milk (Mooshum),1,A Little Nip,42,42,
154,94.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],728,Knows of,Evelina Harp,Louis Riel,0,A Little Nip,38,38,
155,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],731,Exchange,Evelina Harp,Father Cassidy,1,A Little Nip,39,39,
155,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],731,Exchange,Evelina Harp,Father Cassidy,1,A Little Nip,40,40,
155,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],731,Exchange,Evelina Harp,Father Cassidy,1,A Little Nip,41,41,
155,103.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],731,Exchange,Evelina Harp,Father Cassidy,1,A Little Nip,42,42,
156,40.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],734,Knows of,Evelina Harp,Christ,0,A Little Nip,40,40,
157,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],736,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,41,41,
157,16.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],736,Knows,Evelina Harp,Clemence Harp,1,A Little Nip,42,42,
158,75.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],737,Knows of,Evelina Harp,Satan,0,A Little Nip,41,41,
159,134.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],740,Knows of,Evelina Harp,"Seraph and Shamengwa's ""cronies""",0,A Little Nip,41,41,
160,75.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],741,Knows of,Evelina Harp,Satan,0,A Little Nip,36,36,
161,18.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],743,Knows,Evelina Harp,Edward Harp,1,A Little Nip,42,42,
162,95.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],747,Knows of,Evelina Harp,Seraph Milk's Mother,1,A Little Nip,42,42,
163,31.0,3.0,11,A Little Nip,level 2 (sub-section),21,42,Evelina Harp,[NULL],[NULL],750,Knows,Evelina Harp,Corwin Peace,1,A Little Nip,42,42,
164,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],751,Exchange,Evelina Harp,Corwin Peace,1,Sister Godzilla,43,43,
164,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],751,Exchange,Evelina Harp,Corwin Peace,1,Sister Godzilla,44,44,
165,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Other Children (in school with Evelina),1,Sister Godzilla,43,43,
165,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Other Children (in school with Evelina),1,Sister Godzilla,44,44,
165,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],753,Knows,Evelina Harp,Other Children (in school with Evelina),1,Sister Godzilla,45,45,
166,17.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],754,Knows,Evelina Harp,Joseph Harp,1,Sister Godzilla,43,43,
167,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],758,Knows,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,44,44,
168,136.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],760,Knows of,Evelina Harp,Mary (biblical figure),0,Sister Godzilla,44,44,
168,136.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],760,Knows of,Evelina Harp,Mary (biblical figure),0,Sister Godzilla,45,45,
169,137.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],761,Knows of,Evelina Harp,The Apostles,0,Sister Godzilla,44,44,
170,138.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],762,Knows of,Evelina Harp,Zorro (fictional character),0,Sister Godzilla,44,44,
171,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],766,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,45,45,
171,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],766,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,46,46,
172,139.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],767,Knows,Evelina Harp,Evelina's Former Teachers,1,Sister Godzilla,45,45,
173,70.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],770,Knows of,Evelina Harp,Buckendorf Family,0,Sister Godzilla,46,46,
174,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],771,Knows,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,47,47,
175,60.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],772,Exchange,Evelina Harp,God,0,Sister Godzilla,47,47,
176,31.0,3.0,39,A Little Medicine,level 3 (sub-sub-section),64,65,Evelina Harp,[NULL],Oral Story,773,Exchange,Evelina Harp,Corwin Peace,1,A Little Medicine,47,47,
177,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],776,Knows,Evelina Harp,Other Children (in school with Evelina),1,Sister Godzilla,47,47,
178,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,48,48,
178,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,49,49,
178,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,50,50,
178,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,51,51,
178,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,52,52,
178,135.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],780,Exchange,Evelina Harp,Sister Mary Anita Buckendorf,1,Sister Godzilla,53,53,
179,140.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],782,Knows,Evelina Harp,Other Teachers (at Evelina's school),1,Sister Godzilla,48,48,
180,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],783,Knows,Evelina Harp,Corwin Peace,1,Sister Godzilla,48,48,
181,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],786,Exchange,Evelina Harp,Other Children (in school with Evelina),1,Sister Godzilla,48,48,
181,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],786,Exchange,Evelina Harp,Other Children (in school with Evelina),1,Sister Godzilla,49,49,
182,18.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],787,Knows,Evelina Harp,Edward Harp,1,Sister Godzilla,49,49,
183,31.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],791,Exchange,Evelina Harp,Corwin Peace,1,Sister Godzilla,49,49,
184,20.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],792,Knows,Evelina Harp,Uncle Whitey,1,Sister Godzilla,49,49,
185,103.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],793,Knows,Evelina Harp,Father Cassidy,1,Sister Godzilla,49,49,
186,60.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],794,Knows of,Evelina Harp,God,0,Sister Godzilla,50,50,
187,16.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],795,Knows,Evelina Harp,Clemence Harp,1,Sister Godzilla,51,51,
188,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],799,Knows,Evelina Harp,Other Children (in school with Evelina),1,Sister Godzilla,51,51,
188,32.0,3.0,12,Sister Godzilla,level 2 (sub-section),43,53,Evelina Harp,[NULL],[NULL],799,Knows,Evelina Harp,Other Children (in school with Evelina),1,Sister Godzilla,52,52,
