id,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page,End Page
54,"Knows","Rask","Eran","1","1: you, at the end","23","23"
55,"Knows","Essun","Eran","1","1: you, at the end","23","23"
56,"Knows","Lerna","Tirimo's citizens","1","1: you, at the end","23","23"
57,"Knows","Essun","Alabaster","1","1: you, at the end","24","24"
58,"Exchange","Essun","Essun","1","1: you, at the end","24","24"
59,"Knows","Essun","Nassun","1","1: you, at the end","24","24"
60,"Knows","Jija","Nassun","1","1: you, at the end","24","24"
61,"Knows","Essun","Tirimo's citizens","1","1: you, at the end","24","24"
62,"Knows","Damaya","Muh Dear","1","2: Damaya, in winters past","25","25"
63,"Exchange","Damaya's mother","Schaffa","1","2: Damaya, in winters past","25","29"
64,"Knows","Damaya","Damaya's mother","1","2: Damaya, in winters past","25","25"
65,"Knows of","Damaya","Schaffa","1","2: Damaya, in winters past","25","25"
66,"Exchange","Damaya's mother","Damaya","1","2: Damaya, in winters past","26","26"
67,"Knows","Damaya's mother","Damaya's father","1","2: Damaya, in winters past","26","26"
68,"Knows of","Schaffa","Damaya","1","2: Damaya, in winters past","26","27"
69,"Knows","Damaya","Damaya's father","1","2: Damaya, in winters past","26","26"
70,"Knows","Damaya","Chaga","1","2: Damaya, in winters past","26","26"
71,"Knows","Damaya","Palela's headman","1","2: Damaya, in winters past","26","26"
72,"Knows","Damaya","Children (in Damaya's creche)","1","2: Damaya, in winters past","26","26"
73,"Knows","Damaya","Damaya's mother","1","2: Damaya, in winters past","27","27"
74,"Exchange","Damaya","Damaya's mother","1","2: Damaya, in winters past","28","28"
75,"Exchange","Damaya","Schaffa","1","2: Damaya, in winters past","28","41"
76,"Exchange","Damaya","Chaga","1","2: Damaya, in winters past","28","28"
77,"Knows","Damaya","Damaya's father","1","2: Damaya, in winters past","28","29"
78,"Knows","Chaga","Damaya's father","1","2: Damaya, in winters past","28","28"
79,"Knows","Damaya","Damaya's mother","1","2: Damaya, in winters past","28","30"
80,"Knows","Schaffa","Damaya's mother","1","2: Damaya, in winters past","30","30"
81,"Exchange","Schaffa","Damaya's mother","1","2: Damaya, in winters past","31","33"
82,"Knows","Damaya's mother","Damaya's cousin","1","2: Damaya, in winters past","31","31"
83,"Knows","Damaya","Damaya's cousin","1","2: Damaya, in winters past","31","31"
84,"Exchange","Damaya","Damaya's mother","1","2: Damaya, in winters past","31","32"
85,"Knows","Damaya","Damaya's father","1","2: Damaya, in winters past","31","31"
86,"Knows","Damaya's father","Damaya's mother","1","2: Damaya, in winters past","31","31"
87,"Knows","Schaffa","Palela's headman","1","2: Damaya, in winters past","32","32"
88,"Knows","Damaya's mother","Palela's headman","1","2: Damaya, in winters past","32","32"
89,"Knows","Damaya's mother","Zab","1","2: Damaya, in winters past","32","32"
90,"Knows","Damaya","Zab","1","2: Damaya, in winters past","32","32"
