source,target,Char 1 Name,Char 2 Name,startPage,type,weight
81,114,Christopher Salazar,Chandra (oldest Stop/Go sister),21,Undirected,1
66,80,Sasha,Mother Superior,21,Undirected,1
67,115,Bennie Salazar,Louisa (younger Stop/Go sister),21,Undirected,1
78,115,Collette,Louisa (younger Stop/Go sister),21,Undirected,1
103,77,"""cloistered nuns""",Stop/Go sisters,21,Undirected,1
80,115,Mother Superior,Louisa (younger Stop/Go sister),21,Undirected,1
115,82,Louisa (younger Stop/Go sister),Stephanie,21,Undirected,1
103,80,"""cloistered nuns""",Mother Superior,21,Undirected,1
67,78,Bennie Salazar,Collette,21,Undirected,1
77,82,Stop/Go sisters,Stephanie,21,Undirected,1
67,81,Bennie Salazar,Christopher Salazar,21,Undirected,1
78,81,Collette,Christopher Salazar,21,Undirected,1
80,81,Mother Superior,Christopher Salazar,21,Undirected,1
66,67,Sasha,Bennie Salazar,21,Undirected,1
66,82,Sasha,Stephanie,21,Undirected,1
77,115,Stop/Go sisters,Louisa (younger Stop/Go sister),21,Undirected,1
67,114,Bennie Salazar,Chandra (oldest Stop/Go sister),21,Undirected,1
66,81,Sasha,Christopher Salazar,22,Undirected,1
67,81,Bennie Salazar,Christopher Salazar,22,Undirected,1
66,106,Sasha,The Dead Kennedys (band),22,Undirected,1
105,81,The Sleepers (band),Christopher Salazar,22,Undirected,1
106,81,The Dead Kennedys (band),Christopher Salazar,22,Undirected,1
67,106,Bennie Salazar,The Dead Kennedys (band),22,Undirected,1
105,106,The Sleepers (band),The Dead Kennedys (band),22,Undirected,1
66,83,Sasha,Kitty Jackson,22,Undirected,1
66,67,Sasha,Bennie Salazar,22,Undirected,1
67,83,Bennie Salazar,Kitty Jackson,22,Undirected,1
105,83,The Sleepers (band),Kitty Jackson,22,Undirected,1
106,83,The Dead Kennedys (band),Kitty Jackson,22,Undirected,1
66,105,Sasha,The Sleepers (band),22,Undirected,1
67,105,Bennie Salazar,The Sleepers (band),22,Undirected,1
81,83,Christopher Salazar,Kitty Jackson,22,Undirected,1
82,84,Stephanie,Scotty Hausmann,23,Undirected,1
82,87,Stephanie,Rhea,23,Undirected,1
84,87,Scotty Hausmann,Rhea,23,Undirected,1
86,87,Jocelyn,Rhea,23,Undirected,1
67,86,Bennie Salazar,Jocelyn,23,Undirected,1
108,84,"""audience of twenty-five hundred""",Scotty Hausmann,23,Undirected,1
107,82,Jello Biafra,Stephanie,23,Undirected,1
108,87,"""audience of twenty-five hundred""",Rhea,23,Undirected,1
107,85,Jello Biafra,Alice,23,Undirected,1
67,107,Bennie Salazar,Jello Biafra,23,Undirected,1
85,88,Alice,"""jazz pianist""",23,Undirected,1
107,88,Jello Biafra,"""jazz pianist""",23,Undirected,1
82,86,Stephanie,Jocelyn,23,Undirected,1
84,86,Scotty Hausmann,Jocelyn,23,Undirected,1
67,82,Bennie Salazar,Stephanie,23,Undirected,1
87,88,Rhea,"""jazz pianist""",23,Undirected,1
67,85,Bennie Salazar,Alice,23,Undirected,1
67,88,Bennie Salazar,"""jazz pianist""",23,Undirected,1
107,84,Jello Biafra,Scotty Hausmann,23,Undirected,1
85,87,Alice,Rhea,23,Undirected,1
107,87,Jello Biafra,Rhea,23,Undirected,1
108,86,"""audience of twenty-five hundred""",Jocelyn,23,Undirected,1
82,85,Stephanie,Alice,23,Undirected,1
107,108,Jello Biafra,"""audience of twenty-five hundred""",23,Undirected,1
82,88,Stephanie,"""jazz pianist""",23,Undirected,1
84,85,Scotty Hausmann,Alice,23,Undirected,1
84,88,Scotty Hausmann,"""jazz pianist""",23,Undirected,1
67,84,Bennie Salazar,Scotty Hausmann,23,Undirected,1
67,87,Bennie Salazar,Rhea,23,Undirected,1
86,88,Jocelyn,"""jazz pianist""",23,Undirected,1
108,82,"""audience of twenty-five hundred""",Stephanie,23,Undirected,1
85,86,Alice,Jocelyn,23,Undirected,1
107,86,Jello Biafra,Jocelyn,23,Undirected,1
67,108,Bennie Salazar,"""audience of twenty-five hundred""",23,Undirected,1
108,85,"""audience of twenty-five hundred""",Alice,23,Undirected,1
108,88,"""audience of twenty-five hundred""","""jazz pianist""",23,Undirected,1
81,82,Christopher Salazar,Stephanie,24,Undirected,1
67,81,Bennie Salazar,Christopher Salazar,24,Undirected,1
80,81,Mother Superior,Christopher Salazar,24,Undirected,1
67,80,Bennie Salazar,Mother Superior,24,Undirected,1
82,89,Stephanie,Dr. Beet,24,Undirected,1
67,89,Bennie Salazar,Dr. Beet,24,Undirected,1
80,89,Mother Superior,Dr. Beet,24,Undirected,1
67,82,Bennie Salazar,Stephanie,24,Undirected,1
81,89,Christopher Salazar,Dr. Beet,24,Undirected,1
80,82,Mother Superior,Stephanie,24,Undirected,1
81,67,Christopher Salazar,Bennie Salazar,25,Undirected,1
81,82,Christopher Salazar,Stephanie,26,Undirected,1
114,82,Chandra (oldest Stop/Go sister),Stephanie,26,Undirected,1
67,77,Bennie Salazar,Stop/Go sisters,26,Undirected,1
77,81,Stop/Go sisters,Christopher Salazar,26,Undirected,1
67,89,Bennie Salazar,Dr. Beet,26,Undirected,1
81,115,Christopher Salazar,Louisa (younger Stop/Go sister),26,Undirected,1
114,115,Chandra (oldest Stop/Go sister),Louisa (younger Stop/Go sister),26,Undirected,1
77,114,Stop/Go sisters,Chandra (oldest Stop/Go sister),26,Undirected,1
82,89,Stephanie,Dr. Beet,26,Undirected,1
115,89,Louisa (younger Stop/Go sister),Dr. Beet,26,Undirected,1
67,82,Bennie Salazar,Stephanie,26,Undirected,1
77,89,Stop/Go sisters,Dr. Beet,26,Undirected,1
81,114,Christopher Salazar,Chandra (oldest Stop/Go sister),26,Undirected,1
67,115,Bennie Salazar,Louisa (younger Stop/Go sister),26,Undirected,1
115,82,Louisa (younger Stop/Go sister),Stephanie,26,Undirected,1
81,89,Christopher Salazar,Dr. Beet,26,Undirected,1
114,89,Chandra (oldest Stop/Go sister),Dr. Beet,26,Undirected,1
77,82,Stop/Go sisters,Stephanie,26,Undirected,1
67,81,Bennie Salazar,Christopher Salazar,26,Undirected,1
77,115,Stop/Go sisters,Louisa (younger Stop/Go sister),26,Undirected,1
67,114,Bennie Salazar,Chandra (oldest Stop/Go sister),26,Undirected,1
67,77,Bennie Salazar,Stop/Go sisters,27,Undirected,1
66,109,Sasha,Pearl Jam,27,Undirected,1
66,115,Sasha,Louisa (younger Stop/Go sister),27,Undirected,1
77,81,Stop/Go sisters,Christopher Salazar,27,Undirected,1
110,81,"""series of executives""",Christopher Salazar,27,Undirected,1
109,89,Pearl Jam,Dr. Beet,27,Undirected,1
79,109,Stop/Go's manager (their father),Pearl Jam,27,Undirected,1
67,89,Bennie Salazar,Dr. Beet,27,Undirected,1
79,115,Stop/Go's manager (their father),Louisa (younger Stop/Go sister),27,Undirected,1
81,115,Christopher Salazar,Louisa (younger Stop/Go sister),27,Undirected,1
114,115,Chandra (oldest Stop/Go sister),Louisa (younger Stop/Go sister),27,Undirected,1
67,110,Bennie Salazar,"""series of executives""",27,Undirected,1
66,81,Sasha,Christopher Salazar,27,Undirected,1
110,114,"""series of executives""",Chandra (oldest Stop/Go sister),27,Undirected,1
77,114,Stop/Go sisters,Chandra (oldest Stop/Go sister),27,Undirected,1
79,81,Stop/Go's manager (their father),Christopher Salazar,27,Undirected,1
109,250,Pearl Jam,Stop/Go's mother,27,Undirected,1
67,250,Bennie Salazar,Stop/Go's mother,27,Undirected,1
110,109,"""series of executives""",Pearl Jam,27,Undirected,1
