source,target,Character 1,Character 2,type,weight,startPage,OriginalstartPage,category
13,15,Barton (Laxgibuu),fictional Barbeau,Directed,0.1,43.9,439,Knows
15,13,fictional Barbeau,Barton (Laxgibuu),Directed,0.1,43.9,439,Knows
15,58,fictional Barbeau,Pole of Sagaween,Directed,0.1,43.9,439,Knows
15,2,fictional Barbeau,Sagaween (Laxsgiik),Directed,0.1,43.9,439,Knows
58,15,Pole of Sagaween,fictional Barbeau,Directed,0.1,43.9,439,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,43.9,439,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,43.9,439,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,45,450,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,45,450,Knows
60,1,collage photos,speaker Abel,Directed,0.1,45,450,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45,450,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45,450,Knows
1,60,speaker Abel,collage photos,Directed,0.1,45,450,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,45.1,451,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,45.1,451,Knows
60,1,collage photos,speaker Abel,Directed,0.1,45.1,451,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.1,451,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.1,451,Knows
1,60,speaker Abel,collage photos,Directed,0.1,45.1,451,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,45.2,452,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,45.2,452,Knows
60,1,collage photos,speaker Abel,Directed,0.1,45.2,452,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.2,452,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.2,452,Knows
1,60,speaker Abel,collage photos,Directed,0.1,45.2,452,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,45.3,453,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,45.3,453,Knows
60,1,collage photos,speaker Abel,Directed,0.1,45.3,453,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.3,453,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.3,453,Knows
1,60,speaker Abel,collage photos,Directed,0.1,45.3,453,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,45.4,454,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,45.4,454,Knows
60,1,collage photos,speaker Abel,Directed,0.1,45.4,454,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.4,454,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.4,454,Knows
1,60,speaker Abel,collage photos,Directed,0.1,45.4,454,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,45.4,454,Knows of
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,45.4,454,Knows of
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.5,455,Knows
58,1,Pole of Sagaween,speaker Abel,Directed,0.1,45.5,455,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.5,455,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,45.5,455,Knows
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,45.5,455,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.6,456,Knows
58,1,Pole of Sagaween,speaker Abel,Directed,0.1,45.6,456,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.6,456,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,45.6,456,Knows
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,45.6,456,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.7,457,Knows
58,1,Pole of Sagaween,speaker Abel,Directed,0.1,45.7,457,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.7,457,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,45.7,457,Knows
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,45.7,457,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.8,458,Knows
58,1,Pole of Sagaween,speaker Abel,Directed,0.1,45.8,458,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.8,458,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,45.8,458,Knows
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,45.8,458,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,45.9,459,Knows
58,1,Pole of Sagaween,speaker Abel,Directed,0.1,45.9,459,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,45.9,459,Knows
1,58,speaker Abel,Pole of Sagaween,Directed,0.1,45.9,459,Knows
1,2,speaker Abel,Sagaween (Laxsgiik),Directed,0.1,45.9,459,Knows
63,24,"""Gyaibelk"" (carved)","""man with sea cockle (kal'own)""",Directed,0.1,47,470,Knows
63,21,"""Gyaibelk"" (carved)","""Paraet'Naerhl""",Directed,0.1,47,470,Knows
63,62,"""Gyaibelk"" (carved)","""person with ... garment (gyet)""",Directed,0.1,47,470,Knows
63,61,"""Gyaibelk"" (carved)","""Sperm Whale (hlpoon)""",Directed,0.1,47,470,Knows
63,22,"""Gyaibelk"" (carved)","son of ""Paraet'Naerhl""",Directed,0.1,47,470,Knows
24,63,"""man with sea cockle (kal'own)""","""Gyaibelk"" (carved)",Directed,0.1,47,470,Knows
24,21,"""man with sea cockle (kal'own)""","""Paraet'Naerhl""",Directed,0.1,47,470,Knows
24,62,"""man with sea cockle (kal'own)""","""person with ... garment (gyet)""",Directed,0.1,47,470,Knows
24,61,"""man with sea cockle (kal'own)""","""Sperm Whale (hlpoon)""",Directed,0.1,47,470,Knows
24,22,"""man with sea cockle (kal'own)""","son of ""Paraet'Naerhl""",Directed,0.1,47,470,Knows
21,63,"""Paraet'Naerhl""","""Gyaibelk"" (carved)",Directed,0.1,47,470,Knows
21,24,"""Paraet'Naerhl""","""man with sea cockle (kal'own)""",Directed,0.1,47,470,Knows
21,62,"""Paraet'Naerhl""","""person with ... garment (gyet)""",Directed,0.1,47,470,Knows
21,61,"""Paraet'Naerhl""","""Sperm Whale (hlpoon)""",Directed,0.1,47,470,Knows
21,17,"""Paraet'Naerhl""","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows of
21,18,"""Paraet'Naerhl""","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows
21,22,"""Paraet'Naerhl""","son of ""Paraet'Naerhl""",Directed,0.1,47,470,Knows
62,63,"""person with ... garment (gyet)""","""Gyaibelk"" (carved)",Directed,0.1,47,470,Knows
62,24,"""person with ... garment (gyet)""","""man with sea cockle (kal'own)""",Directed,0.1,47,470,Knows
62,21,"""person with ... garment (gyet)""","""Paraet'Naerhl""",Directed,0.1,47,470,Knows
62,61,"""person with ... garment (gyet)""","""Sperm Whale (hlpoon)""",Directed,0.1,47,470,Knows
62,22,"""person with ... garment (gyet)""","son of ""Paraet'Naerhl""",Directed,0.1,47,470,Knows
61,63,"""Sperm Whale (hlpoon)""","""Gyaibelk"" (carved)",Directed,0.1,47,470,Knows
61,24,"""Sperm Whale (hlpoon)""","""man with sea cockle (kal'own)""",Directed,0.1,47,470,Knows
61,21,"""Sperm Whale (hlpoon)""","""Paraet'Naerhl""",Directed,0.1,47,470,Knows
61,62,"""Sperm Whale (hlpoon)""","""person with ... garment (gyet)""",Directed,0.1,47,470,Knows
61,22,"""Sperm Whale (hlpoon)""","son of ""Paraet'Naerhl""",Directed,0.1,47,470,Knows
23,63,Dennis Wood,"""Gyaibelk"" (carved)",Directed,0.1,47,470,Knows of
23,24,Dennis Wood,"""man with sea cockle (kal'own)""",Directed,0.1,47,470,Knows of
23,21,Dennis Wood,"""Paraet'Naerhl""",Directed,0.1,47,470,Knows of
23,62,Dennis Wood,"""person with ... garment (gyet)""",Directed,0.1,47,470,Knows of
23,61,Dennis Wood,"""Sperm Whale (hlpoon)""",Directed,0.1,47,470,Knows of
23,17,Dennis Wood,"first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows of
23,14,Dennis Wood,real Barbeau,Directed,0.1,47,470,Knows
23,18,Dennis Wood,"second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows of
23,22,Dennis Wood,"son of ""Paraet'Naerhl""",Directed,0.1,47,470,Knows of
17,18,"first ""'Neesyoq"" (Laxgibuu)","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows
20,14,"Laxgibuu (""Wolf clan"")",real Barbeau,Directed,0.1,47,470,Knows
14,19,real Barbeau,"""'Neeskyinwaet"" (Laxgibuu)",Directed,0.1,47,470,Knows of
14,63,real Barbeau,"""Gyaibelk"" (carved)",Directed,0.1,47,470,Knows of
14,24,real Barbeau,"""man with sea cockle (kal'own)""",Directed,0.1,47,470,Knows of
14,21,real Barbeau,"""Paraet'Naerhl""",Directed,0.1,47,470,Knows of
14,62,real Barbeau,"""person with ... garment (gyet)""",Directed,0.1,47,470,Knows of
14,61,real Barbeau,"""Sperm Whale (hlpoon)""",Directed,0.1,47,470,Knows of
14,23,real Barbeau,Dennis Wood,Directed,0.1,47,470,Knows
14,17,real Barbeau,"first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows of
14,20,real Barbeau,"Laxgibuu (""Wolf clan"")",Directed,0.1,47,470,Knows
14,18,real Barbeau,"second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows of
14,22,real Barbeau,"son of ""Paraet'Naerhl""",Directed,0.1,47,470,Knows of
18,21,"second ""'Neesyoq"" (Laxgibuu)","""Paraet'Naerhl""",Directed,0.1,47,470,Knows
18,17,"second ""'Neesyoq"" (Laxgibuu)","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows
18,22,"second ""'Neesyoq"" (Laxgibuu)","son of ""Paraet'Naerhl""",Directed,0.1,47,470,Knows
22,63,"son of ""Paraet'Naerhl""","""Gyaibelk"" (carved)",Directed,0.1,47,470,Knows
22,24,"son of ""Paraet'Naerhl""","""man with sea cockle (kal'own)""",Directed,0.1,47,470,Knows
22,21,"son of ""Paraet'Naerhl""","""Paraet'Naerhl""",Directed,0.1,47,470,Knows
22,62,"son of ""Paraet'Naerhl""","""person with ... garment (gyet)""",Directed,0.1,47,470,Knows
22,61,"son of ""Paraet'Naerhl""","""Sperm Whale (hlpoon)""",Directed,0.1,47,470,Knows
22,17,"son of ""Paraet'Naerhl""","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows of
22,18,"son of ""Paraet'Naerhl""","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47,470,Knows
63,24,"""Gyaibelk"" (carved)","""man with sea cockle (kal'own)""",Directed,0.1,47.1,471,Knows
63,21,"""Gyaibelk"" (carved)","""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
63,62,"""Gyaibelk"" (carved)","""person with ... garment (gyet)""",Directed,0.1,47.1,471,Knows
63,61,"""Gyaibelk"" (carved)","""Sperm Whale (hlpoon)""",Directed,0.1,47.1,471,Knows
63,22,"""Gyaibelk"" (carved)","son of ""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
24,63,"""man with sea cockle (kal'own)""","""Gyaibelk"" (carved)",Directed,0.1,47.1,471,Knows
24,21,"""man with sea cockle (kal'own)""","""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
24,62,"""man with sea cockle (kal'own)""","""person with ... garment (gyet)""",Directed,0.1,47.1,471,Knows
24,61,"""man with sea cockle (kal'own)""","""Sperm Whale (hlpoon)""",Directed,0.1,47.1,471,Knows
24,22,"""man with sea cockle (kal'own)""","son of ""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
21,63,"""Paraet'Naerhl""","""Gyaibelk"" (carved)",Directed,0.1,47.1,471,Knows
21,24,"""Paraet'Naerhl""","""man with sea cockle (kal'own)""",Directed,0.1,47.1,471,Knows
21,62,"""Paraet'Naerhl""","""person with ... garment (gyet)""",Directed,0.1,47.1,471,Knows
21,61,"""Paraet'Naerhl""","""Sperm Whale (hlpoon)""",Directed,0.1,47.1,471,Knows
21,17,"""Paraet'Naerhl""","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows of
21,18,"""Paraet'Naerhl""","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows
21,22,"""Paraet'Naerhl""","son of ""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
62,63,"""person with ... garment (gyet)""","""Gyaibelk"" (carved)",Directed,0.1,47.1,471,Knows
62,24,"""person with ... garment (gyet)""","""man with sea cockle (kal'own)""",Directed,0.1,47.1,471,Knows
62,21,"""person with ... garment (gyet)""","""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
62,61,"""person with ... garment (gyet)""","""Sperm Whale (hlpoon)""",Directed,0.1,47.1,471,Knows
62,22,"""person with ... garment (gyet)""","son of ""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
61,63,"""Sperm Whale (hlpoon)""","""Gyaibelk"" (carved)",Directed,0.1,47.1,471,Knows
61,24,"""Sperm Whale (hlpoon)""","""man with sea cockle (kal'own)""",Directed,0.1,47.1,471,Knows
61,21,"""Sperm Whale (hlpoon)""","""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
61,62,"""Sperm Whale (hlpoon)""","""person with ... garment (gyet)""",Directed,0.1,47.1,471,Knows
61,22,"""Sperm Whale (hlpoon)""","son of ""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
23,63,Dennis Wood,"""Gyaibelk"" (carved)",Directed,0.1,47.1,471,Knows of
23,24,Dennis Wood,"""man with sea cockle (kal'own)""",Directed,0.1,47.1,471,Knows of
23,21,Dennis Wood,"""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows of
23,62,Dennis Wood,"""person with ... garment (gyet)""",Directed,0.1,47.1,471,Knows of
23,61,Dennis Wood,"""Sperm Whale (hlpoon)""",Directed,0.1,47.1,471,Knows of
23,17,Dennis Wood,"first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows of
23,14,Dennis Wood,real Barbeau,Directed,0.1,47.1,471,Knows
23,18,Dennis Wood,"second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows of
23,22,Dennis Wood,"son of ""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows of
17,18,"first ""'Neesyoq"" (Laxgibuu)","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows
20,14,"Laxgibuu (""Wolf clan"")",real Barbeau,Directed,0.1,47.1,471,Knows
14,19,real Barbeau,"""'Neeskyinwaet"" (Laxgibuu)",Directed,0.1,47.1,471,Knows of
14,63,real Barbeau,"""Gyaibelk"" (carved)",Directed,0.1,47.1,471,Knows of
14,24,real Barbeau,"""man with sea cockle (kal'own)""",Directed,0.1,47.1,471,Knows of
14,21,real Barbeau,"""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows of
14,62,real Barbeau,"""person with ... garment (gyet)""",Directed,0.1,47.1,471,Knows of
14,61,real Barbeau,"""Sperm Whale (hlpoon)""",Directed,0.1,47.1,471,Knows of
14,23,real Barbeau,Dennis Wood,Directed,0.1,47.1,471,Knows
14,17,real Barbeau,"first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows of
14,20,real Barbeau,"Laxgibuu (""Wolf clan"")",Directed,0.1,47.1,471,Knows
14,18,real Barbeau,"second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows of
14,22,real Barbeau,"son of ""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows of
18,21,"second ""'Neesyoq"" (Laxgibuu)","""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
18,17,"second ""'Neesyoq"" (Laxgibuu)","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows
18,22,"second ""'Neesyoq"" (Laxgibuu)","son of ""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
22,63,"son of ""Paraet'Naerhl""","""Gyaibelk"" (carved)",Directed,0.1,47.1,471,Knows
22,24,"son of ""Paraet'Naerhl""","""man with sea cockle (kal'own)""",Directed,0.1,47.1,471,Knows
22,21,"son of ""Paraet'Naerhl""","""Paraet'Naerhl""",Directed,0.1,47.1,471,Knows
22,62,"son of ""Paraet'Naerhl""","""person with ... garment (gyet)""",Directed,0.1,47.1,471,Knows
22,61,"son of ""Paraet'Naerhl""","""Sperm Whale (hlpoon)""",Directed,0.1,47.1,471,Knows
22,17,"son of ""Paraet'Naerhl""","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows of
22,18,"son of ""Paraet'Naerhl""","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.1,471,Knows
63,24,"""Gyaibelk"" (carved)","""man with sea cockle (kal'own)""",Directed,0.1,47.2,472,Knows
63,21,"""Gyaibelk"" (carved)","""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
63,62,"""Gyaibelk"" (carved)","""person with ... garment (gyet)""",Directed,0.1,47.2,472,Knows
63,61,"""Gyaibelk"" (carved)","""Sperm Whale (hlpoon)""",Directed,0.1,47.2,472,Knows
63,22,"""Gyaibelk"" (carved)","son of ""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
24,63,"""man with sea cockle (kal'own)""","""Gyaibelk"" (carved)",Directed,0.1,47.2,472,Knows
24,21,"""man with sea cockle (kal'own)""","""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
24,62,"""man with sea cockle (kal'own)""","""person with ... garment (gyet)""",Directed,0.1,47.2,472,Knows
24,61,"""man with sea cockle (kal'own)""","""Sperm Whale (hlpoon)""",Directed,0.1,47.2,472,Knows
24,22,"""man with sea cockle (kal'own)""","son of ""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
21,63,"""Paraet'Naerhl""","""Gyaibelk"" (carved)",Directed,0.1,47.2,472,Knows
21,24,"""Paraet'Naerhl""","""man with sea cockle (kal'own)""",Directed,0.1,47.2,472,Knows
21,62,"""Paraet'Naerhl""","""person with ... garment (gyet)""",Directed,0.1,47.2,472,Knows
21,61,"""Paraet'Naerhl""","""Sperm Whale (hlpoon)""",Directed,0.1,47.2,472,Knows
21,17,"""Paraet'Naerhl""","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows of
21,18,"""Paraet'Naerhl""","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows
21,22,"""Paraet'Naerhl""","son of ""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
62,63,"""person with ... garment (gyet)""","""Gyaibelk"" (carved)",Directed,0.1,47.2,472,Knows
62,24,"""person with ... garment (gyet)""","""man with sea cockle (kal'own)""",Directed,0.1,47.2,472,Knows
62,21,"""person with ... garment (gyet)""","""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
62,61,"""person with ... garment (gyet)""","""Sperm Whale (hlpoon)""",Directed,0.1,47.2,472,Knows
62,22,"""person with ... garment (gyet)""","son of ""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
61,63,"""Sperm Whale (hlpoon)""","""Gyaibelk"" (carved)",Directed,0.1,47.2,472,Knows
61,24,"""Sperm Whale (hlpoon)""","""man with sea cockle (kal'own)""",Directed,0.1,47.2,472,Knows
61,21,"""Sperm Whale (hlpoon)""","""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
61,62,"""Sperm Whale (hlpoon)""","""person with ... garment (gyet)""",Directed,0.1,47.2,472,Knows
61,22,"""Sperm Whale (hlpoon)""","son of ""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
23,63,Dennis Wood,"""Gyaibelk"" (carved)",Directed,0.1,47.2,472,Knows of
23,24,Dennis Wood,"""man with sea cockle (kal'own)""",Directed,0.1,47.2,472,Knows of
23,21,Dennis Wood,"""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows of
23,62,Dennis Wood,"""person with ... garment (gyet)""",Directed,0.1,47.2,472,Knows of
23,61,Dennis Wood,"""Sperm Whale (hlpoon)""",Directed,0.1,47.2,472,Knows of
23,17,Dennis Wood,"first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows of
23,14,Dennis Wood,real Barbeau,Directed,0.1,47.2,472,Knows
23,18,Dennis Wood,"second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows of
23,22,Dennis Wood,"son of ""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows of
17,18,"first ""'Neesyoq"" (Laxgibuu)","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows
20,14,"Laxgibuu (""Wolf clan"")",real Barbeau,Directed,0.1,47.2,472,Knows
14,19,real Barbeau,"""'Neeskyinwaet"" (Laxgibuu)",Directed,0.1,47.2,472,Knows of
14,63,real Barbeau,"""Gyaibelk"" (carved)",Directed,0.1,47.2,472,Knows of
14,24,real Barbeau,"""man with sea cockle (kal'own)""",Directed,0.1,47.2,472,Knows of
14,21,real Barbeau,"""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows of
14,62,real Barbeau,"""person with ... garment (gyet)""",Directed,0.1,47.2,472,Knows of
14,61,real Barbeau,"""Sperm Whale (hlpoon)""",Directed,0.1,47.2,472,Knows of
14,23,real Barbeau,Dennis Wood,Directed,0.1,47.2,472,Knows
14,17,real Barbeau,"first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows of
14,20,real Barbeau,"Laxgibuu (""Wolf clan"")",Directed,0.1,47.2,472,Knows
14,18,real Barbeau,"second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows of
14,22,real Barbeau,"son of ""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows of
18,21,"second ""'Neesyoq"" (Laxgibuu)","""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
18,17,"second ""'Neesyoq"" (Laxgibuu)","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows
18,22,"second ""'Neesyoq"" (Laxgibuu)","son of ""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
22,63,"son of ""Paraet'Naerhl""","""Gyaibelk"" (carved)",Directed,0.1,47.2,472,Knows
22,24,"son of ""Paraet'Naerhl""","""man with sea cockle (kal'own)""",Directed,0.1,47.2,472,Knows
22,21,"son of ""Paraet'Naerhl""","""Paraet'Naerhl""",Directed,0.1,47.2,472,Knows
22,62,"son of ""Paraet'Naerhl""","""person with ... garment (gyet)""",Directed,0.1,47.2,472,Knows
22,61,"son of ""Paraet'Naerhl""","""Sperm Whale (hlpoon)""",Directed,0.1,47.2,472,Knows
22,17,"son of ""Paraet'Naerhl""","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows of
22,18,"son of ""Paraet'Naerhl""","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.2,472,Knows
63,24,"""Gyaibelk"" (carved)","""man with sea cockle (kal'own)""",Directed,0.1,47.3,473,Knows
63,21,"""Gyaibelk"" (carved)","""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
63,62,"""Gyaibelk"" (carved)","""person with ... garment (gyet)""",Directed,0.1,47.3,473,Knows
63,61,"""Gyaibelk"" (carved)","""Sperm Whale (hlpoon)""",Directed,0.1,47.3,473,Knows
63,22,"""Gyaibelk"" (carved)","son of ""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
24,63,"""man with sea cockle (kal'own)""","""Gyaibelk"" (carved)",Directed,0.1,47.3,473,Knows
24,21,"""man with sea cockle (kal'own)""","""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
24,62,"""man with sea cockle (kal'own)""","""person with ... garment (gyet)""",Directed,0.1,47.3,473,Knows
24,61,"""man with sea cockle (kal'own)""","""Sperm Whale (hlpoon)""",Directed,0.1,47.3,473,Knows
24,22,"""man with sea cockle (kal'own)""","son of ""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
21,63,"""Paraet'Naerhl""","""Gyaibelk"" (carved)",Directed,0.1,47.3,473,Knows
21,24,"""Paraet'Naerhl""","""man with sea cockle (kal'own)""",Directed,0.1,47.3,473,Knows
21,62,"""Paraet'Naerhl""","""person with ... garment (gyet)""",Directed,0.1,47.3,473,Knows
21,61,"""Paraet'Naerhl""","""Sperm Whale (hlpoon)""",Directed,0.1,47.3,473,Knows
21,17,"""Paraet'Naerhl""","first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.3,473,Knows of
21,18,"""Paraet'Naerhl""","second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.3,473,Knows
21,22,"""Paraet'Naerhl""","son of ""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
62,63,"""person with ... garment (gyet)""","""Gyaibelk"" (carved)",Directed,0.1,47.3,473,Knows
62,24,"""person with ... garment (gyet)""","""man with sea cockle (kal'own)""",Directed,0.1,47.3,473,Knows
62,21,"""person with ... garment (gyet)""","""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
62,61,"""person with ... garment (gyet)""","""Sperm Whale (hlpoon)""",Directed,0.1,47.3,473,Knows
62,22,"""person with ... garment (gyet)""","son of ""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
61,63,"""Sperm Whale (hlpoon)""","""Gyaibelk"" (carved)",Directed,0.1,47.3,473,Knows
61,24,"""Sperm Whale (hlpoon)""","""man with sea cockle (kal'own)""",Directed,0.1,47.3,473,Knows
61,21,"""Sperm Whale (hlpoon)""","""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
61,62,"""Sperm Whale (hlpoon)""","""person with ... garment (gyet)""",Directed,0.1,47.3,473,Knows
61,22,"""Sperm Whale (hlpoon)""","son of ""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows
23,63,Dennis Wood,"""Gyaibelk"" (carved)",Directed,0.1,47.3,473,Knows of
23,24,Dennis Wood,"""man with sea cockle (kal'own)""",Directed,0.1,47.3,473,Knows of
23,21,Dennis Wood,"""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows of
23,62,Dennis Wood,"""person with ... garment (gyet)""",Directed,0.1,47.3,473,Knows of
23,61,Dennis Wood,"""Sperm Whale (hlpoon)""",Directed,0.1,47.3,473,Knows of
23,17,Dennis Wood,"first ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.3,473,Knows of
23,14,Dennis Wood,real Barbeau,Directed,0.1,47.3,473,Knows
23,18,Dennis Wood,"second ""'Neesyoq"" (Laxgibuu)",Directed,0.1,47.3,473,Knows of
23,22,Dennis Wood,"son of ""Paraet'Naerhl""",Directed,0.1,47.3,473,Knows of
